index_,SPX Index_open,SPX Index_high,SPX Index_low,SPX Index_close,SPX Index_volume,SPX Index_num_trds,SPX Index_value,return,momentum_3,momentum_10,ma_fast,ma_slow,volatility
2025-06-09 09:31:00-04:00,6007.42,6009.55,5994.18,6008.01,0,3600,0,,,,,,
2025-06-09 10:31:00-04:00,6008.05,6012.37,5999.74,6003.53,0,3600,0,-0.000745671,,,,,
2025-06-09 11:31:00-04:00,6003.52,6009.3,6001.39,6007.48,0,3600,0,0.000657946,,,,,
2025-06-09 12:31:00-04:00,6007.5,6019.84,6007.46,6015.94,0,3600,0,0.001408244,0.001319905,,,,
2025-06-09 13:31:00-04:00,6015.83,6021.31,6014.71,6020.16,0,3600,0,0.00070147,0.002770037,,6011.024,,
2025-06-09 14:31:00-04:00,6020.12,6020.78,6012.63,6013.15,0,3600,0,-0.001164421,0.000943823,,6012.052,,
2025-06-09 15:31:00-04:00,6013.17,6016.1,6004.2,6004.81,0,1740,0,-0.00138696,-0.001850085,,6012.308,,
2025-06-10 09:31:00-04:00,6015.69,6022.02,6010.87,6021.09,0,3600,0,0.00271116,0.000154481,,6015.03,,
2025-06-10 10:31:00-04:00,6021.09,6024.86,6018.2,6018.6,0,3600,0,-0.000413546,0.000906347,,6015.562,,
2025-06-10 11:31:00-04:00,6018.6,6028.64,6000.28,6027.6,0,3600,0,0.001495364,0.003795291,,6017.05,,
2025-06-10 12:31:00-04:00,6027.54,6035.83,6026.37,6026.93,0,3600,0,-0.000111155,0.000969924,0.003149129,6019.806,,
2025-06-10 13:31:00-04:00,6026.92,6028.36,6011.41,6018.57,0,3600,0,-0.001387108,-4.98E-06,0.002505193,6022.558,,
2025-06-10 14:31:00-04:00,6018.42,6043.01,6017.54,6033.35,0,3600,0,0.002455733,0.000953945,0.004306298,6025.01,,
2025-06-10 15:31:00-04:00,6033.33,6040.43,6025.5,6039.45,0,1740,0,0.001011047,0.002077343,0.003907951,6029.18,,
2025-06-11 09:31:00-04:00,6048.43,6058.13,6031.81,6056.68,0,3600,0,0.002852909,0.006332069,0.006066284,6034.996,,
2025-06-11 10:31:00-04:00,6056.7,6059.4,6044.38,6050.74,0,3600,0,-0.000980735,0.002882312,0.006251299,6039.758,,
2025-06-11 11:31:00-04:00,6050.54,6052.91,6028.81,6041.82,0,3600,0,-0.0014742,0.00039242,0.006163392,6044.408,,
2025-06-11 12:31:00-04:00,6041.84,6052.65,6036.74,6052.58,0,3600,0,0.00178092,-0.000676939,0.00522995,6048.254,,
2025-06-11 13:31:00-04:00,6052.67,6052.89,6002.32,6009.7,0,3600,0,-0.007084582,-0.006782641,-0.001478749,6042.304,,
2025-06-11 14:31:00-04:00,6009.72,6030.2,6007.95,6014.81,0,3600,0,0.000850292,-0.004470507,-0.002121906,6033.93,6024.25,
2025-06-11 15:31:00-04:00,6014.8,6023.79,6006.76,6023.29,0,1740,0,0.001409853,-0.004839259,-0.000603956,6028.44,6025.014,0.002206495
2025-06-12 09:31:00-04:00,6011.83,6034.91,6003.88,6033.85,0,3600,0,0.001753195,0.004018503,0.002538809,6026.846,6026.53,0.002225012
2025-06-12 10:31:00-04:00,6033.95,6044.67,6025.61,6034.33,0,3600,0,7.96E-05,0.003245323,0.00016243,6023.196,6027.8725,0.002223247
2025-06-12 11:31:00-04:00,6034.35,6040.1,6026.8,6036.98,0,3600,0,0.000439154,0.002272844,-0.000408978,6028.652,6028.9245,0.002206608
2025-06-12 12:31:00-04:00,6037.08,6041.91,6030.57,6040.83,0,3600,0,0.000637736,0.001156807,-0.002616945,6033.856,6029.958,0.002205857
2025-06-12 13:31:00-04:00,6040.97,6044.21,6033.81,6036.26,0,3600,0,-0.000756519,0.000319837,-0.002393096,6036.45,6031.1135,0.002194691
2025-06-12 14:31:00-04:00,6036.31,6044.1,6034,6040.12,0,3600,0,0.000639469,0.000520128,-0.000281372,6037.704,6032.879,0.002164424
2025-06-12 15:31:00-04:00,6040.05,6045.43,6033.12,6045.43,0,1740,0,0.000879122,0.000761485,-0.001181314,6039.924,6034.096,0.002094442
2025-06-13 09:31:00-04:00,6000.83,6010.13,5974.68,5976.04,0,3600,0,-0.011478092,-0.009976376,-0.005600945,6027.736,6031.968,0.003350663
2025-06-13 10:31:00-04:00,5976.12,6015.41,5974.65,6013.96,0,3600,0,0.006345339,-0.00433104,-0.000141318,6022.362,6031.286,0.00365306
2025-06-13 11:31:00-04:00,6013.9,6026.16,6011.38,6018.18,0,3600,0,0.000701701,-0.004507537,-0.000848374,6018.746,6030.8485,0.00365753
2025-06-13 12:31:00-04:00,6018.32,6022.29,6000.59,6004.63,0,3600,0,-0.002251511,0.004784105,-0.004842679,6011.648,6030.1515,0.003679003
2025-06-13 13:31:00-04:00,6004.56,6010.22,5977.7,5978.78,0,3600,0,-0.004305011,-0.005849723,-0.009205662,5998.318,6027.423,0.003740975
2025-06-13 14:31:00-04:00,5978.81,5983.93,5964.26,5974.31,0,3600,0,-0.000747644,-0.007289579,-0.010381018,5997.972,6024.166,0.003725524
2025-06-13 15:31:00-04:00,5974.37,5979.78,5963.21,5976.99,0,1740,0,0.000448587,-0.004603115,-0.010568084,5990.578,6020.1815,0.003648427
2025-06-16 09:31:00-04:00,6015.8,6048.13,6015.8,6047.54,0,3600,0,0.0118036,0.011500674,0.001868707,5996.45,6020.0215,0.004587541
2025-06-16 10:31:00-04:00,6047.6,6050.83,6039.53,6041.81,0,3600,0,-0.000947493,0.011298376,0.000279796,6003.886,6020.021,0.004580238
2025-06-16 11:31:00-04:00,6042.09,6044.82,6035.31,6037.66,0,3600,0,-0.00068688,0.010150594,-0.001285268,6015.662,6019.275,0.004563225
2025-06-16 12:31:00-04:00,6037.39,6043.2,6030.4,6043.2,0,3600,0,0.000917574,-0.000717647,0.011238211,6029.44,6020.95,0.004260609
2025-06-16 13:31:00-04:00,6043.12,6043.21,6028.69,6031.27,0,3600,0,-0.00197412,-0.00174451,0.002878303,6040.296,6021.773,0.004287664
2025-06-16 14:31:00-04:00,6031.3,6033.8,6023.4,6027.56,0,3600,0,-0.000615127,-0.001672834,0.001558611,6036.3,6021.9865,0.004280136
2025-06-16 15:31:00-04:00,6027.25,6034.4,6024.81,6033.26,0,1740,0,0.000945656,-0.001644824,0.004767987,6034.59,6021.957,0.004266953
2025-06-17 09:31:00-04:00,6012.75,6023.25,6005.82,6019.44,0,3600,0,-0.002290636,-0.001961444,0.006800719,6030.946,6021.2125,0.004297542
2025-06-17 10:31:00-04:00,6019.44,6023.25,6010.73,6011.35,0,3600,0,-0.001343979,-0.002689314,0.006199879,6024.576,6019.931,0.004303938
2025-06-17 11:31:00-04:00,6011.23,6022.06,6008.89,6018.04,0,3600,0,0.001112895,-0.002522683,0.006868005,6021.93,6018.7915,0.004310135
2025-06-17 12:31:00-04:00,6018.05,6022.56,5992.76,5996.22,0,3600,0,-0.003625765,-0.003857502,-0.008486095,6015.662,6016.7895,0.004377553
2025-06-17 13:31:00-04:00,5996.43,6005.12,5976.5,5983.2,0,3600,0,-0.002171368,-0.004682808,-0.009700735,6005.65,6013.9435,0.004390109
2025-06-17 14:31:00-04:00,5983.34,5989.91,5974.8,5988.85,0,3600,0,0.000944311,-0.004850416,-0.008084258,5999.532,6011.1145,0.004391183
2025-06-17 15:31:00-04:00,5988.93,5990.78,5980.24,5982.05,0,1740,0,-0.001135443,-0.002363155,-0.010118811,5993.672,6011.415,0.003554798
2025-06-18 09:31:00-04:00,5987.16,6016.81,5980.68,6014.8,0,3600,0,0.005474712,0.005281455,-0.002730768,5993.024,6011.457,0.003478235
2025-06-18 10:31:00-04:00,6015,6018.25,6005.68,6007.94,0,3600,0,-0.00114052,0.00318759,-0.003255048,5995.368,6010.945,0.003483418
2025-06-18 11:31:00-04:00,6007.89,6011.15,6000.64,6002.02,0,3600,0,-0.000985363,0.00333832,-0.005177963,5999.132,6010.8145,0.003453239
2025-06-18 12:31:00-04:00,6001.91,6006.98,5994.26,5994.73,0,3600,0,-0.001214591,-0.003336769,-0.004105033,6000.308,6011.612,0.003317708
2025-06-18 13:31:00-04:00,5993.93,6014.55,5987.13,5997.84,0,3600,0,0.000518789,-0.001681109,-0.002247415,6003.466,6012.7885,0.003311987
2025-06-18 14:31:00-04:00,5997.96,6013.25,5971.89,5978.42,0,3600,0,-0.003237832,-0.00393201,-0.006583539,5996.19,6012.86,0.003398964
2025-06-18 15:31:00-04:00,5978.43,5993.7,5977.39,5980.12,0,1740,0,0.000284356,-0.002437141,-0.002685025,5990.626,6009.489,0.001973891
2025-06-20 09:31:00-04:00,6007.93,6018.2,5977.31,5982.9,0,3600,0,0.000464874,-0.002490897,-5.01E-05,5986.802,6006.5435,0.00198448
2025-06-20 10:31:00-04:00,5982.79,5988.87,5959.18,5977.55,0,3600,0,-0.000894215,-0.000145523,-0.00188684,5983.366,6003.538,0.001986115
2025-06-20 11:31:00-04:00,5977.45,5987.33,5966.19,5974.11,0,3600,0,-0.000575487,-0.001004997,-0.001327304,5978.62,6000.0835,0.001957956
2025-06-20 12:31:00-04:00,5974.13,5981.44,5956.15,5958.37,0,3600,0,-0.002634702,-0.004100018,-0.009381858,5974.61,5996.4385,0.001988175
2025-06-20 13:31:00-04:00,5957.73,5976.48,5952.56,5973.36,0,3600,0,0.002515789,-0.000700956,-0.005755717,5973.258,5993.7285,0.00210712
2025-06-20 14:31:00-04:00,5973.38,5975.58,5956.62,5960.33,0,3600,0,-0.002181352,-0.00230662,-0.006945995,5968.744,5990.082,0.002114157
2025-06-20 15:31:00-04:00,5960.37,5973.24,5957.18,5966.93,0,1740,0,0.001107321,0.001436635,-0.004637407,5966.62,5987.4565,0.002108157
2025-06-23 09:31:00-04:00,5965.58,6005.58,5958.16,5998.06,0,3600,0,0.005217088,0.004135026,3.67E-05,5971.41,5986.792,0.002443263
2025-06-23 10:31:00-04:00,5998.08,6000.98,5985.57,5990.49,0,3600,0,-0.001262075,0.005060123,0.002018928,5977.834,5985.4145,0.002438521
2025-06-23 11:31:00-04:00,5990.31,5990.91,5963.65,5965.84,0,3600,0,-0.004114855,-0.000182674,-0.002387912,5976.33,5983.8955,0.002476559
2025-06-23 12:31:00-04:00,5965.62,6007.12,5943.23,6005.38,0,3600,0,0.006627734,0.001220395,0.003757375,5985.34,5985.0045,0.002868082
2025-06-23 13:31:00-04:00,6005.88,6014.6,6005.32,6008.8,0,3600,0,0.000569489,0.003056511,0.005227894,5993.714,5986.002,0.002864108
2025-06-23 14:31:00-04:00,6008.85,6017.2,6004.3,6015.49,0,3600,0,0.001113367,0.008322382,0.006926555,5997.2,5987.674,0.002854279
2025-06-23 15:31:00-04:00,6015.47,6028.77,6012.94,6025.04,0,1740,0,0.001587568,0.003273731,0.011189302,6004.11,5988.186,0.002603448
2025-06-24 09:31:00-04:00,6063.99,6078.71,6059.25,6070.68,0,3600,0,0.007575053,0.010298229,0.016292338,6025.078,5991.323,0.00307387
2025-06-24 10:31:00-04:00,6070.89,6082.03,6070.68,6080.9,0,3600,0,0.001683502,0.010873595,0.020228746,6040.182,5995.267,0.003062805
2025-06-24 11:31:00-04:00,6080.89,6089.83,6080.55,6089.51,0,3600,0,0.001415909,0.010700344,0.020543227,6056.324,6000.006,0.003034532
2025-06-24 12:31:00-04:00,6089.69,6095.37,6087.31,6088.51,0,3600,0,-0.000164217,0.002937068,0.015079876,6070.928,6004.5395,0.003041568
2025-06-24 13:31:00-04:00,6088.44,6098.25,6088.09,6093.88,0,3600,0,0.000881989,0.002134552,0.017259022,6084.696,6010.3125,0.002892799
2025-06-24 14:31:00-04:00,6093.86,6100.24,6092.69,6098.5,0,3600,0,0.000758138,0.001476309,0.0222366,6090.26,6016.2315,0.002888905
2025-06-24 15:31:00-04:00,6098.43,6101.76,6092.42,6092.45,0,1740,0,-0.000992047,0.000647121,0.014498666,6092.57,6021.709,0.00292089
2025-06-25 09:31:00-04:00,6106.05,6108.51,6096.88,6101.74,0,3600,0,0.001524838,0.001289819,0.015467315,6095.016,6027.9185,0.002892116
2025-06-25 10:31:00-04:00,6101.94,6107.39,6092.18,6093.87,0,3600,0,-0.001289796,-0.000759203,0.013029695,6096.088,6033.9065,0.002917322
2025-06-25 11:31:00-04:00,6094.07,6096.25,6088.81,6093.76,0,3600,0,-1.81E-05,0.00021502,0.011405733,6096.064,6040.676,0.002802289
2025-06-25 12:31:00-04:00,6093.78,6094.88,6086.26,6092.83,0,3600,0,-0.000152615,-0.001460239,0.003648685,6094.93,6046.6495,0.002796242
2025-06-25 13:31:00-04:00,6092.85,6092.96,6080.09,6085.9,0,3600,0,-0.001137402,-0.001307872,0.000822247,6093.62,6052.928,0.002743079
2025-06-25 14:31:00-04:00,6085.81,6097.18,6084.32,6092.87,0,3600,0,0.00114527,-0.000146051,0.000551769,6091.846,6059.225,0.002743137
2025-06-25 15:31:00-04:00,6092.63,6094.49,6087.6,6093.46,0,1740,0,9.68E-05,0.0001034,0.000813007,6091.764,6063.995,0.002566877
2025-06-26 09:31:00-04:00,6114.92,6125.7,6107.27,6125.43,0,3600,0,0.005246609,0.006495342,0.005177325,6098.098,6070.742,0.002701742
2025-06-26 10:31:00-04:00,6125.51,6132.31,6122.39,6123.21,0,3600,0,-0.000362424,0.004979591,0.004051816,6104.174,6078.6105,0.002436506
2025-06-26 11:31:00-04:00,6123.07,6134.99,6122.12,6133.84,0,3600,0,0.001736018,0.006626777,0.006793654,6113.762,6085.0335,0.002095826
2025-06-26 12:31:00-04:00,6133.76,6136.9,6130.32,6136.59,0,3600,0,0.000448333,0.001821913,0.005711486,6122.506,6091.423,0.002097496
2025-06-26 13:31:00-04:00,6136.67,6144.66,6135.53,6141.51,0,3600,0,0.000801748,0.002988629,0.007817692,6132.116,6097.724,0.002098196
2025-06-26 14:31:00-04:00,6141.67,6142.8,6134.83,6140.38,0,3600,0,-0.000183994,0.001066216,0.007650449,6135.106,6103.491,0.002111184
2025-06-26 15:31:00-04:00,6140.28,6146.52,6136.15,6142.09,0,1740,0,0.000278484,0.000896263,0.008084913,6138.882,6107.0615,0.001425196
2025-06-27 09:31:00-04:00,6157.06,6178.74,6153.57,6172.22,0,3600,0,0.004905496,0.005000399,0.014183605,6146.558,6111.6275,0.001709538
2025-06-27 10:31:00-04:00,6171.75,6178.8,6170.03,6177.57,0,3600,0,0.000866787,0.006056628,0.013901495,6154.754,6116.0305,0.001702624
2025-06-27 11:31:00-04:00,6177.61,6186.99,6177.28,6186.16,0,3600,0,0.001390514,0.007175082,0.015213032,6163.684,6120.913,0.001695631
2025-06-27 12:31:00-04:00,6186.19,6187.68,6176.52,6178.32,0,3600,0,-0.001267345,0.000988299,0.008634496,6171.272,6125.135,0.001756978
2025-06-27 13:31:00-04:00,6178.25,6179.27,6143.63,6143.63,0,3600,0,-0.005614795,-0.00549407,0.003334852,6171.58,6127.3915,0.00225207
2025-06-27 14:31:00-04:00,6143.74,6150.5,6132.35,6149.74,0,3600,0,0.000994526,-0.005887336,0.002592177,6167.084,6130.256,0.002232507
2025-06-27 15:31:00-04:00,6149.7,6174.79,6149.2,6172.85,0,1740,0,0.003757882,-0.000885354,0.005908819,6166.14,6133.8115,0.002341208
2025-06-30 09:31:00-04:00,6194.29,6195.34,6183.05,6188.28,0,3600,0,0.002499656,0.00726769,0.007615391,6166.564,6138.532,0.002335074
2025-06-30 10:31:00-04:00,6188.44,6188.79,6179.83,6184.32,0,3600,0,-0.000639919,0.005623002,0.007155909,6167.764,6143.06,0.002350233
2025-06-30 11:31:00-04:00,6184.2,6192.03,6183.83,6186.12,0,3600,0,0.000291059,0.002149736,0.00716857,6176.262,6147.7245,0.002343443
2025-06-30 12:31:00-04:00,6186.17,6194.01,6185.39,6187.48,0,3600,0,0.000219847,-0.000129277,0.002472368,6183.81,6152.8035,0.002304858
2025-06-30 13:31:00-04:00,6187.37,6187.63,6174.97,6182.31,0,3600,0,-0.000835558,-0.000325016,0.000767292,6185.702,6157.2755,0.002333009
2025-06-30 14:31:00-04:00,6181.65,6205.26,6176.03,6199.67,0,3600,0,0.002808012,0.002190388,0.002183907,6187.98,6162.586,0.002372621
2025-06-30 15:31:00-04:00,6199.76,6215.08,6197.4,6203.31,0,1740,0,0.000587128,0.002558392,0.004044789,6191.778,6166.48,0.002137012
2025-07-01 09:31:00-04:00,6187.65,6203.21,6186.43,6195.48,0,3600,0,-0.001262229,0.002130272,0.008439636,6193.65,6170.0935,0.002168337
2025-07-01 10:31:00-04:00,6195.23,6199,6177.97,6195.72,0,3600,0,3.87E-05,-0.000637131,0.007476739,6195.298,6173.1875,0.002154254
2025-07-01 11:31:00-04:00,6195.97,6203.55,6183.53,6195.99,0,3600,0,4.36E-05,-0.001180015,0.003748674,6198.034,6176.1575,0.002156707
2025-07-01 12:31:00-04:00,6195.86,6205.29,6193.17,6202.74,0,3600,0,0.001089414,0.001171822,0.002336675,6198.648,6179.219,0.002159895
2025-07-01 13:31:00-04:00,6202.81,6210.78,6200.79,6203.67,0,3600,0,0.000149934,0.001283144,0.003128881,6198.72,6182.3835,0.002155629
2025-07-01 14:31:00-04:00,6203.54,6207.59,6190.31,6205.37,0,3600,0,0.000274031,0.001513882,0.003111805,6200.698,6185.5475,0.002155655
2025-07-01 15:31:00-04:00,6205.48,6209.52,6197.29,6197.53,0,1740,0,-0.001263422,-0.000839951,0.001624248,6201.06,6186.813,0.00192315
2025-07-02 09:31:00-04:00,6195.99,6211.38,6188.29,6210.65,0,3600,0,0.002116972,0.00112514,0.004584047,6203.992,6188.467,0.001965595
2025-07-02 10:31:00-04:00,6210.56,6214.63,6205.41,6211.93,0,3600,0,0.000206098,0.001057149,0.001977525,6205.83,6189.7555,0.001947785
2025-07-02 11:31:00-04:00,6212.17,6217.48,6211.83,6214.05,0,3600,0,0.000341279,0.002665578,0.001731334,6207.906,6191.542,0.001916546
2025-07-02 12:31:00-04:00,6214.26,6219.2,6213.29,6218.05,0,3600,0,0.000643703,0.001191502,0.003642978,6210.442,6195.263,0.001319658
2025-07-02 13:31:00-04:00,6218.25,6219.96,6215.43,6219.44,0,3600,0,0.000223543,0.001208964,0.003828449,6214.824,6198.748,0.001318881
2025-07-02 14:31:00-04:00,6219.38,6224.61,6219.19,6221.01,0,3600,0,0.000252434,0.001120042,0.004038096,6216.896,6201.156,0.001084209
2025-07-02 15:31:00-04:00,6220.89,6227.6,6218.87,6227.11,0,1740,0,0.000980548,0.001457048,0.003928909,6219.932,6203.0975,0.000976433
2025-07-03 09:31:00-04:00,6251.72,6273.02,6250.08,6271.89,0,3600,0,0.007191137,0.008433235,0.010996716,6231.5,6207.476,0.001798324
2025-07-03 10:31:00-04:00,6272.08,6279.69,6270.13,6277.09,0,3600,0,0.000829096,0.009014613,0.011557731,6243.308,6212.0245,0.001795831
2025-07-03 11:31:00-04:00,6276.92,6282.8,6276.92,6278.72,0,3600,0,0.000259674,0.008287954,0.01310038,6255.164,6216.5865,0.001795256
2025-07-03 12:31:00-04:00,6278.64,6284.65,6271.35,6279.35,0,2940,0,0.000100339,0.001189434,0.011061644,6266.832,6221.4385,0.001764126
2025-07-03 13:31:00-04:00,6279.35,6279.35,6279.35,6279.35,0,1,0,0,0.000360039,0.01085331,6277.28,6225.4225,0.001705021
2025-07-07 09:31:00-04:00,6261.12,6262.07,6248.22,6251.38,0,3600,0,-0.004454283,-0.004354391,0.006007354,6273.178,6227.826,0.002050853
2025-07-07 10:31:00-04:00,6250.93,6251.28,6237.76,6241.41,0,3600,0,-0.001594848,-0.006042027,0.003756805,6266.042,6230.1225,0.00206623
2025-07-07 11:31:00-04:00,6241.4,6244.66,6215.25,6229.57,0,3600,0,-0.001897007,-0.007927572,0.001628764,6256.212,6231.815,0.002127075
2025-07-07 12:31:00-04:00,6230.24,6234.95,6217.42,6229.56,0,3600,0,-1.61E-06,-0.003490429,0.001374375,6246.254,6233.4935,0.002127357
2025-07-07 13:31:00-04:00,6229.6,6230.52,6201,6202.83,0,3600,0,-0.004290833,-0.006181296,-0.00389908,6230.95,6233.498,0.002347395
2025-07-07 14:31:00-04:00,6202.31,6225.79,6201.89,6219.41,0,3600,0,0.002672973,-0.001630931,-0.008367494,6224.556,6234.285,0.002422289
2025-07-07 15:31:00-04:00,6219.47,6230.76,6216.29,6230.07,0,1740,0,0.001713989,8.19E-05,-0.007490732,6222.288,6235.52,0.002448074
2025-07-08 09:31:00-04:00,6233.17,6238.45,6218.91,6224.88,0,3600,0,-0.000833056,0.003554829,-0.008574996,6221.35,6236.8875,0.002436384
2025-07-08 10:31:00-04:00,6224.94,6236.84,6217.75,6223.04,0,3600,0,-0.000295588,0.000583657,-0.008967489,6220.046,6237.507,0.002397083
2025-07-08 11:31:00-04:00,6223.15,6242.7,6222.15,6239.91,0,3600,0,0.002710894,0.001579437,-0.006280905,6227.462,6238.906,0.002467196
2025-07-08 12:31:00-04:00,6240.14,6241.76,6220.88,6231.93,0,3600,0,-0.001278865,0.001132552,-0.003111313,6229.966,6239.8,0.002489762
2025-07-08 13:31:00-04:00,6232,6234.75,6224.54,6227.14,0,3600,0,-0.000768622,0.000658842,-0.002286342,6229.38,6240.2545,0.002494944
2025-07-08 14:31:00-04:00,6227,6230.87,6223.29,6226.33,0,3600,0,-0.000130076,-0.002176313,-0.0005201,6229.67,6240.599,0.002495097
2025-07-08 15:31:00-04:00,6226.36,6228.56,6221.72,6225.62,0,1740,0,-0.000114032,-0.001012527,-0.000632468,6230.186,6240.8295,0.002494942
2025-07-09 09:31:00-04:00,6251.25,6269.16,6250.77,6251.57,0,3600,0,0.00416826,0.003923149,0.007857704,6232.518,6242.0525,0.002654884
2025-07-09 10:31:00-04:00,6247.68,6249.66,6231.43,6242.85,0,3600,0,-0.00139485,0.002653248,0.003768846,6234.702,6240.6005,0.002101262
2025-07-09 11:31:00-04:00,6242.9,6247.14,6236.06,6242.09,0,3600,0,-0.000121739,0.00264552,0.001929352,6237.692,6238.8505,0.002086746
2025-07-09 12:31:00-04:00,6242.11,6248.62,6239.09,6246.37,0,3600,0,0.000685668,-0.000831791,0.003452275,6241.7,6237.233,0.002094676
2025-07-09 13:31:00-04:00,6246.27,6254.66,6242.95,6251.05,0,3600,0,0.000749235,0.001313503,0.004501016,6246.786,6235.818,0.002105487
2025-07-09 14:31:00-04:00,6251.06,6259.71,6250.46,6257,0,3600,0,0.00095184,0.002388623,0.002738822,6247.872,6234.7005,0.002121506
2025-07-09 15:31:00-04:00,6257.02,6263.85,6256.75,6262.71,0,1740,0,0.000912578,0.002615919,0.00493908,6251.844,6235.267,0.001877253
2025-07-10 09:31:00-04:00,6264.58,6264.58,6251.44,6260.2,0,3600,0,-0.000400785,0.001463754,0.005309018,6255.466,6236.2065,0.00183938
2025-07-10 10:31:00-04:00,6260.87,6278.34,6260.15,6277.96,0,3600,0,0.00283697,0.003349848,0.008292204,6261.784,6238.626,0.001866237
2025-07-10 11:31:00-04:00,6278.03,6279.45,6271.73,6276.66,0,3600,0,-0.000207074,0.00222747,0.00819838,6266.906,6240.981,0.001869061
2025-07-10 12:31:00-04:00,6276.72,6284.03,6274.01,6283.85,0,3600,0,0.001145514,0.003777835,0.005163503,6272.276,6245.032,0.001516298
2025-07-10 13:31:00-04:00,6283.88,6290.22,6283.3,6287.92,0,3600,0,0.000647692,0.001586503,0.007219459,6277.318,6248.4575,0.001439795
2025-07-10 14:31:00-04:00,6287.89,6288.1,6282.68,6283.69,0,3600,0,-0.000672718,0.001120022,0.006664435,6282.016,6251.1385,0.001437053
2025-07-10 15:31:00-04:00,6283.82,6287.85,6274.09,6280.25,0,1740,0,-0.000547449,-0.000572897,0.00542395,6282.474,6253.907,0.001425216
2025-07-11 09:31:00-04:00,6253.34,6264.21,6237.6,6262.05,0,3600,0,-0.002897974,-0.004114238,0.001759704,6279.552,6255.8575,0.001603876
2025-07-11 10:31:00-04:00,6262.33,6265.45,6249.18,6256.88,0,3600,0,-0.000825608,-0.004266601,-1.92E-05,6274.158,6256.706,0.001518348
2025-07-11 11:31:00-04:00,6256.96,6267.04,6253.25,6261.17,0,3600,0,0.000685645,-0.003038096,-0.0002459,6268.808,6258.168,0.001485119
2025-07-11 12:31:00-04:00,6261.18,6266.61,6257.01,6266.4,0,3600,0,0.000835307,0.000694661,0.000990384,6265.35,6260.131,0.001471306
2025-07-11 13:31:00-04:00,6266.31,6267.73,6258.84,6263.9,0,3600,0,-0.000398953,0.001121965,-0.002239581,6262.08,6262.0095,0.001476808
2025-07-11 14:31:00-04:00,6263.83,6269.44,6253.28,6265.92,0,3600,0,0.000322483,0.000758644,-0.001711101,6262.854,6264.0245,0.00147356
2025-07-11 15:31:00-04:00,6265.89,6266.85,6256.72,6258.4,0,1740,0,-0.001200143,-0.00127665,-0.004050065,6263.158,6264.366,0.001199927
2025-07-14 09:31:00-04:00,6252.71,6259.01,6239.22,6249.65,0,3600,0,-0.001398121,-0.002274941,-0.006086273,6260.854,6264.706,0.001200136
2025-07-14 10:31:00-04:00,6249.53,6263,6245.62,6262.76,0,3600,0,0.002097717,-0.000504315,-0.003330845,6260.126,6265.7395,0.001282695
2025-07-14 11:31:00-04:00,6262.76,6265.42,6259.69,6259.79,0,3600,0,-0.000474232,0.000222101,-0.003257832,6259.304,6266.4105,0.001284187
2025-07-14 12:31:00-04:00,6259.72,6270.74,6258.19,6268.46,0,3600,0,0.00138503,0.003009769,0.001023626,6259.812,6267.281,0.001308533
2025-07-14 13:31:00-04:00,6268.5,6272.08,6265.94,6272.02,0,3600,0,0.000567923,0.001478581,0.002419736,6262.536,6268.032,0.001298774
